Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Goals,Shots,SoT,SoT%,G/Sh,G/SoT,ShoDist,ShoFK,ShoPK,PKatt,PasTotCmp,PasTotAtt,PasTotCmp%,PasTotDist,PasTotPrgDist,PasShoCmp,PasShoAtt,PasShoCmp%,PasMedCmp,PasMedAtt,PasMedCmp%,PasLonCmp,PasLonAtt,PasLonCmp%,Assists,PasAss,Pas3rd,PPA,CrsPA,PasProg,PasAtt,PasLive,PasDead,PasFK,TB,Sw,PasCrs,TI,CK,CkIn,CkOut,CkStr,PasCmp,PasOff,PasBlocks,SCA,ScaPassLive,ScaPassDead,ScaDrib,ScaSh,ScaFld,ScaDef,GCA,GcaPassLive,GcaPassDead,GcaDrib,GcaSh,GcaFld,GcaDef,Tkl,TklWon,TklDef3rd,TklMid3rd,TklAtt3rd,TklDri,TklDriAtt,TklDri%,TklDriPast,Blocks,BlkSh,BlkPass,Int,Tkl+Int,Clr,Err,Touches,TouDefPen,TouDef3rd,TouMid3rd,TouAtt3rd,TouAttPen,TouLive,ToAtt,ToSuc,ToSuc%,ToTkl,ToTkl%,Carries,CarTotDist,CarPrgDist,CarProg,Car3rd,CPA,CarMis,CarDis,Rec,RecProg,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,TklW,PKwon,PKcon,OG,Recov,AerWon,AerLost,AerWon%,fifa_matched_club,fifa_player_match_long,fifa_player_match_score_long,fifa_player_match_short,fifa_player_match_score_short,Best_Match,Best_Match_Column,player_id,short_name,long_name,player_positions,age,height_cm,weight_kg,league_name,club_name,club_jersey_number,nationality_name,preferred_foot,player_face_url,pace
1531,Aïssa Mandi,ALG,DF,Villarreal,La Liga,31,1991,9,5,441,4.9,0,1.0,1.0,100.0,0.0,0.0,9.0,0.0,0.0,0.0,56.9,63.1,90.3,1058.8,364.3,20.0,21.4,93.3,29.6,31.6,93.5,5.71,6.94,82.4,0.0,0.2,2.86,0.2,0.0,3.47,63.1,56.1,6.73,2.24,0.0,0.61,0.2,4.08,0.0,0.0,0.0,0.0,56.9,0.2,0.41,0.61,0.61,0.0,0.0,0.0,0.0,0.0,0.41,0.41,0.0,0.0,0.0,0.0,0.0,1.63,1.02,1.02,0.41,0.2,0.2,0.82,25.0,0.61,1.22,1.02,0.2,2.04,3.67,3.47,0.0,72.4,6.73,30.8,35.9,6.12,0.2,72.4,0.61,0.2,33.3,0.2,33.3,41.0,204.9,99.2,1.02,1.22,0.0,0.2,0.41,49.2,0.61,0.0,0.0,0.0,2.04,1.02,0.41,0.2,1.02,0.0,0.0,0.0,3.88,0.82,0.82,50.0,Villarreal,Aïssa Mandi,100,A. Mandi,79,Aïssa Mandi,long_name,201143.0,A. Mandi,Aïssa Mandi,"CB, RB",30.0,184.0,78.0,La Liga,Villarreal,23.0,Algeria,Right,https://cdn.sofifa.net/players/201/143/23_120.png,62.0
1532,Rolando Mandragora,ITA,MF,Fiorentina,Serie A,25,1997,15,10,916,10.2,1,22.0,4.0,18.2,0.51,2.54,23.3,0.0,0.0,0.0,39.7,48.2,82.3,772.8,233.0,14.9,17.5,85.4,18.6,20.7,90.0,4.9,7.06,69.4,1.0,1.37,5.69,0.78,0.29,7.84,48.2,44.6,3.43,2.06,0.1,1.08,2.55,0.2,1.18,0.59,0.29,0.0,39.7,0.2,0.78,4.02,3.04,0.59,0.0,0.29,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,2.16,1.18,0.59,1.27,0.29,1.08,1.86,57.9,0.78,0.98,0.1,0.88,0.88,3.04,1.47,0.0,60.2,1.86,9.12,34.1,17.5,2.16,60.2,0.59,0.2,33.3,0.39,66.7,32.2,137.5,73.9,1.27,1.08,0.29,0.98,0.39,37.6,2.94,0.49,0.0,0.0,1.86,0.88,0.1,2.55,1.18,0.0,0.0,0.0,5.29,1.47,1.37,51.7,Fiorentina,Rolando Mandragora,100,R. Mandragora,86,Rolando Mandragora,long_name,225439.0,R. Mandragora,Rolando Mandragora,"CM, CM",25.0,183.0,75.0,Serie A,Fiorentina,38.0,Italy,Left,https://cdn.sofifa.net/players/225/439/23_120.png,55.0
1533,Sadio Mané,SEN,FW,Bayern Munich,Bundesliga,30,1992,14,12,906,10.1,6,39.0,17.0,43.6,1.31,2.92,13.5,0.0,0.1,0.2,20.2,27.8,72.6,299.4,86.4,12.3,15.0,81.6,6.34,7.92,80.0,1.09,1.68,64.7,3.0,1.19,0.99,2.18,0.3,3.07,27.8,26.2,1.29,0.2,0.1,0.3,1.29,0.3,0.0,0.0,0.0,0.0,20.2,0.3,1.78,4.36,2.87,0.0,0.3,0.79,0.4,0.0,0.89,0.59,0.0,0.1,0.2,0.0,0.0,0.5,0.3,0.2,0.1,0.2,0.0,0.4,0.0,0.4,0.99,0.2,0.79,0.0,0.5,0.2,0.0,41.0,0.59,2.67,14.2,25.0,8.12,40.8,3.66,1.88,51.4,1.58,43.2,28.0,183.5,96.9,4.46,1.78,2.57,3.47,1.29,33.0,12.2,0.1,0.0,0.0,1.19,1.68,1.49,1.29,0.3,0.1,0.0,0.0,2.67,0.99,0.89,52.6,FC Bayern München,Sadio Mané,100,S. Mané,86,Sadio Mané,long_name,208722.0,S. Mané,Sadio Mané,"ST, LW",30.0,174.0,69.0,Bundesliga,FC Bayern München,17.0,Senegal,Right,https://cdn.sofifa.net/players/208/722/23_120.png,88.0
1534,Orel Mangala,BEL,MF,Nott'ham Forest,Premier League,24,1998,14,10,693,7.7,0,6.0,1.0,16.7,0.0,0.0,21.6,0.0,0.0,0.0,28.8,35.8,80.4,433.4,116.0,15.2,16.8,90.7,11.0,13.0,85.0,1.56,3.25,48.0,0.0,0.26,2.34,0.26,0.0,3.25,35.8,35.3,0.26,0.26,0.13,0.13,0.65,0.0,0.0,0.0,0.0,0.0,28.8,0.26,1.04,1.17,1.04,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.69,0.91,0.91,0.65,0.13,0.78,1.56,50.0,0.78,1.04,0.26,0.78,1.3,2.99,0.52,0.0,44.7,1.56,9.22,27.7,8.18,0.65,44.7,2.6,0.91,35.0,1.3,50.0,24.5,131.9,60.4,1.3,0.39,0.26,0.39,0.78,28.6,0.78,0.13,0.0,0.0,1.17,1.56,0.0,0.65,0.91,0.0,0.0,0.0,5.45,0.78,0.52,60.0,Nottingham Forest,Orel Mangala,100,O. Mangala,84,Orel Mangala,long_name,234078.0,O. Mangala,Orel Mangala,"CM, CM",24.0,178.0,80.0,Premier League,Nottingham Forest,5.0,Belgium,Right,https://cdn.sofifa.net/players/234/078/23_120.png,64.0
1535,Thomas Mangani,FRA,MF,Ajaccio,Ligue 1,35,1987,18,9,895,9.9,1,6.0,0.0,0.0,0.0,0.0,29.5,0.2,0.1,0.2,45.1,66.5,67.8,909.1,337.4,16.4,21.1,77.5,18.9,25.9,73.0,8.28,16.6,50.0,1.0,2.22,6.46,1.01,0.4,7.27,66.5,56.4,9.8,5.76,0.1,0.61,6.16,0.3,3.74,1.72,1.52,0.0,45.1,0.3,1.31,3.64,1.41,2.02,0.0,0.1,0.1,0.0,0.1,0.1,0.0,0.0,0.0,0.0,0.0,1.92,1.21,0.61,1.01,0.3,0.91,2.42,37.5,1.52,1.31,0.1,1.21,2.12,4.04,1.41,0.1,76.4,2.83,12.9,49.6,14.1,0.3,76.2,0.51,0.3,60.0,0.1,20.0,45.5,229.5,103.9,0.91,1.62,0.1,0.81,0.3,40.7,1.21,0.3,0.0,0.0,2.02,0.71,0.0,6.16,1.21,0.0,0.0,0.0,7.47,2.02,1.31,60.6,Ajaccio,Thomas Mangani,100,T. Mangani,84,Thomas Mangani,long_name,178160.0,T. Mangani,Thomas Mangani,"CM, CM",35.0,183.0,79.0,Ligue 1,Ajaccio,23.0,France,Left,https://cdn.sofifa.net/players/178/160/23_120.png,40.0
1536,Vito Mannone,ITA,GK,Lorient,Ligue 1,34,1988,9,8,798,8.9,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,31.2,68.7,525.6,346.1,4.38,4.38,100.0,12.2,12.4,99.1,4.72,14.4,32.8,0.0,0.0,0.11,0.0,0.0,0.0,31.2,20.4,10.8,3.37,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.22,33.8,29.9,33.7,0.11,0.0,0.0,33.8,0.0,0.0,0.0,0.0,0.0,22.2,117.4,82.7,0.0,0.0,0.0,0.0,0.0,12.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.11,0.0,100.0,Lorient,Vito Mannone,100,V. Mannone,84,Vito Mannone,long_name,179547.0,V. Mannone,Vito Mannone,GK,34.0,189.0,77.0,Ligue 1,Lorient,1.0,Italy,Right,https://cdn.sofifa.net/players/179/547/23_120.png,
1537,Javier Manquillo,ESP,DF,Newcastle Utd,Premier League,28,1994,1,0,11,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,70.0,57.1,680.0,340.0,20.0,30.0,66.7,20.0,30.0,66.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,70.0,60.0,10.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,80.0,10.0,20.0,20.0,40.0,0.0,80.0,0.0,0.0,0.0,0.0,0.0,50.0,460.0,310.0,20.0,0.0,0.0,0.0,0.0,50.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,Newcastle United,Javier Manquillo Gaitán,95,Manquillo,90,Javier Manquillo Gaitán,long_name,210972.0,Manquillo,Javier Manquillo Gaitán,"RB, RB",28.0,178.0,76.0,Premier League,Newcastle United,19.0,Spain,Right,https://cdn.sofifa.net/players/210/972/23_120.png,66.0
1539,Myziane Maolida,FRA,FWMF,Hertha BSC,Bundesliga,23,1999,3,1,95,1.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.27,13.6,53.3,117.3,27.3,3.64,6.36,57.1,2.73,5.45,50.0,0.91,0.91,100.0,0.0,0.91,0.91,0.0,0.0,0.0,13.6,12.7,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.0,0.0,0.0,7.27,0.91,0.0,0.91,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.91,0.91,0.91,0.0,0.0,0.91,1.82,50.0,0.91,0.0,0.0,0.0,0.0,0.91,0.91,0.0,23.6,0.0,2.73,11.8,9.09,2.73,23.6,3.64,1.82,50.0,1.82,50.0,19.1,99.1,23.6,0.91,0.91,0.0,2.73,4.55,18.2,8.18,0.0,0.0,0.0,0.91,0.0,0.0,0.91,0.91,0.0,0.0,0.0,2.73,0.0,0.91,0.0,Hertha BSC,Myziane Maolida,100,M. Maolida,86,Myziane Maolida,long_name,234333.0,M. Maolida,Myziane Maolida,"LW, ST",23.0,181.0,78.0,Bundesliga,Hertha BSC,11.0,France,Right,https://cdn.sofifa.net/players/234/333/23_120.png,77.0
1540,Faitout Maouassa,FRA,DFFW,Montpellier,Ligue 1,24,1998,20,14,1191,13.2,1,15.0,5.0,33.3,0.93,2.65,23.0,0.08,0.0,0.0,24.2,35.3,68.5,389.3,159.7,14.1,17.3,81.6,6.89,9.39,73.4,2.35,5.83,40.3,4.0,1.29,1.44,0.83,0.45,2.58,35.3,27.0,7.95,0.38,0.08,0.38,3.94,6.67,0.91,0.45,0.3,0.0,24.2,0.3,1.44,2.2,1.59,0.3,0.08,0.15,0.0,0.08,0.38,0.38,0.0,0.0,0.0,0.0,0.0,2.42,1.59,1.21,0.98,0.23,0.83,1.59,52.4,0.76,1.67,0.15,1.52,0.98,3.41,1.44,0.0,48.0,1.82,12.5,20.3,16.1,1.44,48.0,2.42,0.76,31.3,1.36,56.3,28.0,171.8,82.7,1.74,1.97,0.45,1.59,0.98,25.2,4.24,0.0,0.0,0.0,1.44,1.21,0.0,3.94,1.59,0.0,0.0,0.0,4.24,0.53,0.53,50.0,Montpellier,Christ-Emmanuel Faitout Maouassa,90,F. Maouassa,85,Christ-Emmanuel Faitout Maouassa,long_name,230043.0,F. Maouassa,Christ-Emmanuel Faitout Maouassa,LB,23.0,170.0,73.0,Ligue 1,Montpellier,27.0,France,Left,https://cdn.sofifa.net/players/230/043/23_120.png,78.0
1541,Sekou Mara,FRA,FWMF,Southampton,Premier League,20,2002,14,3,327,3.6,0,14.0,2.0,14.3,0.0,0.0,15.6,0.0,0.0,0.0,11.1,15.6,71.4,152.5,38.9,6.39,8.33,76.7,2.5,2.5,100.0,0.83,1.39,60.0,1.0,1.11,1.67,0.56,0.0,1.39,15.6,15.0,0.56,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1,0.0,0.28,2.22,1.39,0.0,0.56,0.0,0.0,0.28,0.56,0.28,0.0,0.28,0.0,0.0,0.0,2.78,1.67,1.11,1.39,0.28,0.56,1.67,33.3,1.11,1.11,0.0,1.11,0.0,2.78,0.56,0.0,34.7,0.28,3.89,15.6,16.7,4.44,34.7,4.72,1.94,41.2,2.78,58.8,20.8,110.0,39.2,0.56,1.94,0.0,4.17,3.06,23.3,5.28,0.0,0.0,0.0,3.33,1.11,0.83,0.0,1.67,0.0,0.0,0.0,4.17,4.17,6.11,40.5,Southampton,Sékou Mara,95,S. Mara,76,Sékou Mara,long_name,257612.0,S. Mara,Sékou Mara,ST,19.0,183.0,80.0,Premier League,Southampton,18.0,France,Right,https://cdn.sofifa.net/players/257/612/23_120.png,75.0
1543,Marcão,BRA,DF,Sevilla,La Liga,26,1996,4,4,360,4.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,52.8,87.2,760.8,308.0,22.5,24.3,92.8,21.3,22.8,93.4,2.0,4.75,42.1,0.0,0.0,4.0,0.0,0.0,3.25,52.8,51.0,1.5,1.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,46.0,0.25,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.25,0.25,0.0,0.25,0.25,100.0,0.0,0.75,0.75,0.0,1.25,1.75,3.25,0.0,61.8,6.0,28.8,31.8,1.25,0.0,61.8,0.25,0.25,100.0,0.0,0.0,36.5,201.3,103.5,0.25,0.0,0.0,2.0,0.0,45.8,0.0,0.5,0.0,0.0,1.25,1.5,0.0,0.0,0.5,0.0,0.0,0.0,3.5,1.5,1.0,60.0,Sevilla,Marcos Javier Acuña,90,Marcão,100,Marcão,short_name,234426.0,Marcão,Marcos do Nascimento Teixeira,CB,26.0,185.0,81.0,La Liga,Sevilla,23.0,Brazil,Left,https://cdn.sofifa.net/players/234/426/23_120.png,67.0
1544,Solly March,ENG,FWDF,Brighton,Premier League,28,1994,21,21,1807,20.1,5,47.0,18.0,38.3,2.21,5.62,16.9,0.05,0.0,0.0,31.0,42.7,72.7,555.7,129.3,14.4,16.9,85.3,12.2,16.0,76.6,3.58,6.82,52.6,4.0,1.54,2.04,1.54,0.45,4.43,42.7,38.1,4.58,0.5,0.1,1.0,4.63,2.14,1.79,1.04,0.4,0.0,31.0,0.05,0.9,3.93,2.69,0.25,0.4,0.3,0.2,0.1,0.35,0.3,0.0,0.0,0.05,0.0,0.0,1.49,0.85,0.55,0.4,0.55,0.15,0.85,17.6,0.7,1.24,0.15,1.09,0.9,2.39,1.04,0.0,54.2,1.79,6.82,17.2,30.6,4.23,54.2,3.28,1.49,45.5,1.09,33.3,33.1,217.9,98.2,3.48,1.74,1.54,1.84,1.24,37.1,11.7,0.1,0.0,0.0,1.59,1.49,0.45,4.63,0.85,0.0,0.0,0.0,4.08,1.14,1.54,42.6,Brighton & Hove Albion,Solomon March,75,S. March,79,S. March,short_name,206594.0,S. March,Solomon March,"RW, RB",27.0,180.0,77.0,Premier League,Brighton & Hove Albion,7.0,England,Left,https://cdn.sofifa.net/players/206/594/23_120.png,73.0
1545,Agustín Marchesín,ARG,GK,Celta Vigo,La Liga,34,1988,19,19,1710,19.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.6,33.4,70.7,678.8,484.3,4.26,4.26,100.0,10.8,11.2,97.2,8.47,17.7,47.8,0.0,0.0,0.32,0.0,0.0,0.05,33.4,23.5,9.68,2.79,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,23.6,0.21,0.0,0.11,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.37,0.0,35.6,28.9,35.4,0.32,0.0,0.0,35.6,0.0,0.0,0.0,0.0,0.0,20.6,91.0,59.1,0.0,0.0,0.0,0.0,0.0,17.1,0.0,0.11,0.0,0.0,0.0,0.21,0.0,0.0,0.0,0.0,0.0,0.0,1.16,0.16,0.0,100.0,Celta de Vigo,Agustín Federico Marchesín,86,A. Marchesín,85,Agustín Federico Marchesín,long_name,201095.0,A. Marchesín,Agustín Federico Marchesín,GK,34.0,188.0,85.0,La Liga,Celta de Vigo,1.0,Argentina,Right,https://cdn.sofifa.net/players/201/095/23_120.png,
1546,Vincent Marchetti,FRA,MF,Ajaccio,Ligue 1,25,1997,21,20,1655,18.4,0,26.0,7.0,26.9,0.0,0.0,23.7,0.05,0.0,0.0,32.9,41.0,80.1,574.1,170.1,14.6,17.2,84.8,12.2,14.1,86.5,3.97,6.03,65.8,1.0,0.54,4.4,0.82,0.0,5.38,41.0,39.9,0.98,0.76,0.43,0.76,0.22,0.22,0.0,0.0,0.0,0.0,32.9,0.16,1.25,2.07,1.68,0.0,0.05,0.16,0.16,0.0,0.38,0.33,0.0,0.0,0.0,0.05,0.0,2.17,1.14,1.14,0.82,0.22,1.03,2.34,44.2,1.3,0.65,0.05,0.6,0.82,2.99,0.76,0.0,52.2,1.63,8.42,33.5,11.6,0.98,52.2,3.04,1.79,58.9,0.92,30.4,38.8,249.8,123.2,2.17,2.07,0.27,2.01,1.58,34.2,2.12,0.22,0.0,0.0,1.2,1.36,0.0,0.22,1.14,0.05,0.0,0.0,6.85,0.11,0.54,16.7,Ajaccio,Vincent Marchetti,100,V. Marchetti,86,Vincent Marchetti,long_name,228774.0,V. Marchetti,Vincent Marchetti,"CM, CM, LB",24.0,181.0,71.0,Ligue 1,Ajaccio,8.0,France,Left,https://cdn.sofifa.net/players/228/774/23_120.png,68.0
1547,Riccardo Marchizza,ITA,DF,Sassuolo,Serie A,24,1998,4,1,107,1.2,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.8,43.3,71.2,527.5,145.8,15.0,17.5,85.7,12.5,17.5,71.4,3.33,8.33,40.0,1.0,0.83,3.33,0.0,0.0,2.5,43.3,31.7,11.7,1.67,0.0,0.83,2.5,10.0,0.0,0.0,0.0,0.0,30.8,0.0,0.0,1.67,1.67,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.0,0.0,0.0,0.0,0.83,0.83,0.0,0.83,0.0,0.83,2.5,33.3,1.67,0.0,0.0,0.0,0.0,0.83,2.5,0.0,50.0,3.33,12.5,25.0,12.5,0.0,50.0,0.83,0.0,0.0,0.83,100.0,25.0,127.5,75.0,0.83,2.5,0.0,0.83,0.83,25.8,3.33,0.0,0.0,0.0,0.83,0.0,0.83,2.5,0.83,0.0,0.0,0.0,4.17,1.67,0.0,100.0,Sassuolo,Riccardo Marchizza,100,R. Marchizza,86,Riccardo Marchizza,long_name,236308.0,R. Marchizza,Riccardo Marchizza,LB,24.0,186.0,80.0,Serie A,Sassuolo,3.0,Italy,Left,https://cdn.sofifa.net/players/236/308/23_120.png,60.0
1548,Gian Marco Ferrari,ITA,DF,Sassuolo,Serie A,30,1992,19,17,1529,17.0,1,5.0,1.0,20.0,3.4,16.99,11.5,0.0,0.0,0.0,41.4,48.7,85.0,856.0,303.8,12.1,13.2,91.1,22.6,25.0,90.6,6.18,9.24,66.9,0.0,0.06,2.47,0.12,0.0,3.24,48.7,43.1,5.53,3.76,0.0,0.76,0.06,0.24,0.0,0.0,0.0,0.0,41.4,0.12,0.24,0.71,0.59,0.06,0.0,0.0,0.06,0.0,0.12,0.12,0.0,0.0,0.0,0.0,0.0,1.12,0.76,0.53,0.53,0.06,0.53,0.71,75.0,0.18,1.0,0.82,0.18,0.88,2.0,3.65,0.18,56.4,8.47,30.2,24.6,1.94,0.53,56.4,0.12,0.0,0.0,0.06,50.0,30.9,164.5,105.6,0.47,0.35,0.0,0.29,0.06,34.5,0.06,0.29,0.0,0.0,1.0,1.41,0.0,0.06,0.76,0.0,0.12,0.0,3.82,1.41,0.71,66.7,Sassuolo,Gian Marco Ferrari,100,G. Ferrari,86,Gian Marco Ferrari,long_name,224808.0,G. Ferrari,Gian Marco Ferrari,CB,30.0,189.0,82.0,Serie A,Sassuolo,13.0,Italy,Left,https://cdn.sofifa.net/players/224/808/23_120.png,50.0
1549,Emiliano Marcondes,DEN,MF,Bournemouth,Premier League,27,1995,1,0,9,0.1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,560.0,370.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,100.0,0.0,0.0,10.0,0.0,0.0,10.0,10.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,30.0,10.0,10.0,20.0,0.0,0.0,30.0,10.0,0.0,0.0,0.0,0.0,20.0,110.0,70.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,AFC Bournemouth,Emiliano Marcondes Camargo Hansen,90,E. Marcondes,86,Emiliano Marcondes Camargo Hansen,long_name,210644.0,E. Marcondes,Emiliano Marcondes Camargo Hansen,"CM, CM",27.0,182.0,75.0,Premier League,AFC Bournemouth,11.0,Denmark,Right,https://cdn.sofifa.net/players/210/644/23_120.png,72.0
1550,Óscar de Marcos,ESP,DF,Athletic Club,La Liga,33,1989,21,19,1619,18.0,0,1.0,0.0,0.0,0.0,0.0,11.5,0.0,0.0,0.0,47.1,60.5,77.8,780.3,296.8,24.3,27.7,87.8,18.6,22.8,81.5,3.5,6.78,51.6,4.0,1.39,5.17,1.67,0.83,6.33,60.5,48.8,11.3,0.94,0.0,0.39,3.83,10.3,0.0,0.0,0.0,0.0,47.1,0.39,1.44,2.78,2.44,0.22,0.0,0.0,0.06,0.06,0.28,0.28,0.0,0.0,0.0,0.0,0.0,2.0,0.89,1.0,0.72,0.28,1.17,2.11,55.3,0.94,1.33,0.22,1.11,0.78,2.78,1.67,0.0,69.1,2.61,16.1,32.1,21.7,0.89,69.1,0.83,0.28,33.3,0.5,60.0,36.8,150.6,92.2,2.28,2.39,0.11,0.72,0.72,39.9,4.33,0.17,0.0,0.0,1.5,0.5,0.11,3.83,0.89,0.0,0.0,0.0,5.89,0.78,0.56,58.3,Athletic Club,Óscar de Marcos Arana,95,De Marcos,90,Óscar de Marcos Arana,long_name,190149.0,De Marcos,Óscar de Marcos Arana,RB,33.0,182.0,78.0,La Liga,Athletic Club,18.0,Spain,Right,https://cdn.sofifa.net/players/190/149/23_120.png,80.0
1551,José Mari,ESP,MF,Cádiz,La Liga,35,1987,12,2,323,3.6,0,2.0,0.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,34.7,42.2,82.2,746.1,254.2,11.1,13.3,83.3,14.2,15.6,91.1,8.06,10.8,74.4,0.0,1.39,7.22,0.28,0.0,5.0,42.2,40.3,1.67,1.67,0.0,1.39,0.28,0.0,0.0,0.0,0.0,0.0,34.7,0.28,0.56,3.06,2.78,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.61,1.94,2.78,0.56,0.28,2.22,3.89,57.1,1.67,0.56,0.28,0.28,1.39,5.0,1.67,0.0,53.9,3.06,17.5,30.6,6.67,0.28,53.9,1.11,0.56,50.0,0.56,50.0,27.5,145.6,71.1,1.11,0.28,0.0,1.11,1.94,31.7,0.28,0.56,0.0,0.0,1.11,1.94,0.0,0.28,1.94,0.0,0.0,0.0,8.61,0.83,1.39,37.5,Cádiz,José Joaquín Matos García,86,José Mari,100,José Mari,short_name,210868.0,José Mari,José María Martín-Bejarano Serrano,"CM, CM",34.0,180.0,69.0,La Liga,Cádiz,6.0,Spain,Right,https://cdn.sofifa.net/players/210/868/23_120.png,58.0
1552,Pablo Marí,ESP,DF,Monza,Serie A,29,1993,14,12,1138,12.6,1,5.0,2.0,40.0,2.53,6.32,14.8,0.0,0.0,0.0,44.7,51.7,86.3,901.8,348.9,13.1,14.8,88.2,25.2,27.1,93.3,5.87,8.57,68.5,0.0,0.08,3.1,0.0,0.0,1.98,51.7,48.4,3.1,1.67,0.0,0.24,0.0,0.48,0.0,0.0,0.0,0.0,44.7,0.24,0.4,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.71,1.19,0.24,0.0,0.71,0.95,75.0,0.24,0.32,0.32,0.0,1.11,2.54,3.57,0.16,60.3,9.84,34.0,25.4,1.11,0.63,60.3,0.08,0.08,100.0,0.0,0.0,31.7,150.9,73.9,0.08,0.16,0.0,0.24,0.16,37.6,0.0,0.16,0.0,0.0,0.79,0.48,0.0,0.0,0.71,0.0,0.0,0.0,5.0,1.75,0.79,68.8,Monza,Pablo Marí Villar,90,Pablo Marí,100,Pablo Marí,short_name,206654.0,Pablo Marí,Pablo Marí Villar,CB,28.0,193.0,87.0,Serie A,Monza,3.0,Spain,Left,https://cdn.sofifa.net/players/206/654/23_120.png,61.0
